"accept_language","http_user_agent","http_method",status,"_tc","len_al","len_ua"
"en-ca","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/601.2.4 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.4 facebookexternalhit/1.1 Facebot Twitterbot/1.0",GET,200,590479,5,163
"en-US,en;q=0.8,ru;q=0.6","Mozilla/5.0 (Linux; Android 6.0; LG-H812 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,23,134
"en-US,en;q=0.8,it;q=0.6,nl;q=0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,32,114
"en-US,en;q=0.8,id;q=0.6,ms;q=0.4","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,32,108
"en-US,en;q=0.8,hr;q=0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,23,114
"en-US,en;q=0.8,fr;q=0.6,nb;q=0.4","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,32,108
"en-US,en;q=0.8,fr;q=0.6","Mozilla/5.0 (Linux; Android 6.0.1; E6603 Build/32.2.A.0.305) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,23,140
"en-US,en;q=0.8,da;q=0.6","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",GET,301,590479,23,120
"en-US,en;q=0.8","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",GET,200,590479,14,113
"en-US,en;q=0.8","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.65 Safari/537.36",GET,200,590479,14,108
"en-US,en;q=0.8","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",GET,500,590479,14,110
"en-US,en;q=0.8","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",GET,404,590479,14,110
"en-US,en;q=0.8","Mozilla/5.0 (Linux; Android 7.0; Nexus 6 Build/NBD90Z) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,14,134
"en-US,en;q=0.8","Mozilla/5.0 (Linux; Android 6.0.1; XT1563 Build/MPD24.107-52-3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,14,143
"en-US,en;q=0.8","Mozilla/5.0 (Linux; Android 6.0.1; SM-T810 Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Safari/537.36",GET,200,590479,14,129
"en-US,en;q=0.8","Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G930T Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",GET,200,590479,14,165
"en-US,en;q=0.8","Mozilla/5.0 (Linux; Android 6.0.1; D6603 Build/23.5.A.1.291) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,14,140
"en-US,en;q=0.8","Mozilla/5.0 (Linux; Android 4.4.2; A3-A20 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Safari/537.36",GET,200,590479,14,128
"en-US,en;q=0.5","PHP/5.3.53",POST,404,590479,14,10
"en-US,en;q=0.5","Mozilla/5.0 (Windows NT 6.1; rv:51.0) Gecko/20100101 Firefox/51.0",GET,200,590479,14,65
"en-US,en;q=0.5","Mozilla/5.0 (Windows NT 5.1; rv:38.9) Gecko/20100101 Goanna/2.2 Firefox/38.9 PaleMoon/26.5.0",GET,200,590479,14,92
"en-US,*","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",GET,200,590479,7,109
"en-US","Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2",GET,301,590479,5,67
"en-GB,en;q=0.8,en-US;q=0.6,ru;q=0.4,es;q=0.2,de;q=0.2","Mozilla/5.0 (Linux; Android 6.0; LG-H812 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,53,134
"en-GB,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",POST,200,590479,26,108
"en-GB,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36",GET,200,590479,26,134
"en-GB,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Linux; Android 4.4.2; Lenovo A5500-F Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Safari/537.36",GET,200,590479,26,136
"en-CA,en;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 4.4.4; en-ca; SM-N915W8 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/2.0 Chrome/34.0.1847.76 Mobile Safari/537.36",GET,200,590479,35,157
"en-CA,en-US;q=0.8,en;q=0.6,fr-CA;q=0.4,fr;q=0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",GET,200,590479,47,128
"en-CA,en-GB;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,38,109
"en-CA,en-GB;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 6.0.1; SM-T580 Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.89 Safari/537.36",GET,200,590479,38,129
"en-CA,en-GB;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 6.0.1; SM-P550 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Safari/537.36",GET,200,590479,38,129
"en-CA,en-GB;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 6.0.1; SM-G920W8 Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36",GET,200,590479,38,138
"en-CA,en-GB;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 6.0.1; Moto G Play Build/MPIS24.241-15.3-7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,38,151
"en-CA,en-GB;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 4.4.4; SM-T113 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Safari/537.36",GET,200,590479,38,129
"en-CA, en-US","Mozilla/5.0 (Linux; U; Android 4.4.2; en-ca; SGH-I747M Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",GET,200,590479,12,140
"en-CA, en-US","Mozilla/5.0 (Linux; U; Android 4.2.2; en-ca; GT-P5113 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",GET,200,590479,12,131
"en-CA","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MALCJS; rv:11.0) like Gecko",GET,200,590479,5,76
"en-AU,en;q=0.8,en-GB;q=0.6,en-US;q=0.4,he;q=0.2","Mozilla/5.0 (Linux; Android 6.0.1; SM-G900H Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,47,137
"de-DE,de;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,35,113
"de-DE","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",GET,200,590479,5,128
de,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.89 Safari/537.36",GET,200,590479,2,120
"da-dk","Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1",GET,200,590479,5,125
"---","Wget/1.15 (linux-gnu)",GET,301,590479,3,21
"---","Wget/1.15 (linux-gnu)",GET,200,590479,3,21
"---","PHP-Curl-Class/5.1.0 (+https://github.com/php-curl-class/php-curl-class) PHP/5.5.9-1ubuntu4.20 curl/7.35.0",GET,301,590479,3,106
"---","Mozilla/5.0 eCairn-Grabber/1.0 (+http://ecairn.com/grabber)",HEAD,403,590479,3,59
"---","Mozilla/5.0 (compatible; pycurl)",GET,301,590479,3,32
"---","Mozilla/5.0 (compatible; electricmonk/3.2.0 +https://www.duedil.com/our-crawler/)",GET,200,590479,3,81
"---","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)",GET,301,590479,3,64
"---","Mozilla/5.0 (compatible; Veoozbot/1.0; +http://www.veooz.com/veoozbot.html)",HEAD,200,590479,3,75
"---","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",POST,301,590479,3,72
"---","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-us; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",HEAD,301,590479,3,87
"---","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-us; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",HEAD,200,590479,3,87
"---","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2049.0 Safari/537.36",GET,200,590479,3,112
"---","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0 (NetShelter ContentScan, contact abuse@inpwrd.com for information)",GET,301,590479,3,139
"---","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",GET,301,590479,3,102
"---","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0",GET,404,590479,3,73
"---","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",GET,200,590479,3,117
"---","Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+5.2)",GET,200,590479,3,50
"---","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Maxthon; .NET CLR 1.1.4322)",GET,200,590479,3,78
"---","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)",GET,200,590479,3,69
"---","Mozilla/1.22 (compatible; MSIE 2.0; Windows 95)",GET,200,590479,3,47
"---","DomainCrawler/3.0 (info@domaincrawler.com; http://www.domaincrawler.com/hostrum.com)",GET,200,590479,3,84
"---","Dalvik/1.6.0 (Linux; U; Android 4.4.2; A3-A20 Build/KOT49H)",GET,200,590479,3,59
"pt-BR,pt;q=0.8,en-US;q=0.6,en;q=0.4,es;q=0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,44,114
"ko-kr,ko;q=0.8,en-us;q=0.5,en;q=0.3","Mozilla/5.0 (compatible; MSIE or Firefox mutant;) Daum 4.1",GET,404,590479,35,58
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13A452 Safari/601.1",GET,200,590479,5,135
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1",GET,302,590479,5,134
"ja,en-US;q=0.7,en;q=0.3","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",GET,200,590479,23,72
ja,"Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko",GET,200,590479,2,62
"en-us;q=0.7,en;q=0.3","Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)",GET,301,590479,20,81
"en-us,en;q=0.5","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0",GET,302,590479,14,72
"en-us,en-gb,en;q=0.7,*;q=0.3","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727)",GET,404,590479,28,75
"en-us","Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1",GET,301,590479,5,135
"en-us","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.3 (KHTML, like Gecko) Version/10.0 Mobile/14D15 Safari/602.1",GET,200,590479,5,126
"en-us","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",GET,200,590479,5,116
"en-gb","Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B150 Safari/602.1",GET,200,590479,5,137
"en-ca","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.1.32 (KHTML, like Gecko) Mobile/14C92 Twitter for iPhone",GET,301,590479,5,127
"en-US,en;q=0.8,he;q=0.6","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,23,108
"en-US,en;q=0.8","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,301,590479,14,101
"en-US,en;q=0.8","Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG-SM-G920A Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,14,145
"en-US,en","LivelapBot/0.2 (http://site.livelap.com/crawler)",GET,200,590479,8,48
"en-US,*","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",GET,301,590479,7,72
"en-US,*","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",GET,200,590479,7,72
"en-GB,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,301,590479,26,108
en,"Opera/9.80 (Android; Opera Mini/16.0.2168/37.9224; U; en) Presto/2.12.423 Version/12.16",GET,200,590479,2,87
"---","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)",GET,301,590479,3,73
"---","Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.8.131 Version/11.10",GET,404,590479,3,63
"---","Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot)",GET,200,590479,3,73
"---","Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot)",GET,404,590479,3,69
"---","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",GET,200,590479,3,109
"---","Mozilla/5.0 (Windows NT 6.1; Win64; x64; +http://www.komodia.com/newwiki/index.php/URL_server_crawler) KomodiaBot/1.0",GET,200,590479,3,117
"---","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36 OPR/34.0.2036.50",GET,301,590479,3,126
"---","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",POST,404,590479,3,61
"---","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",GET,200,590479,3,102
"---","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6;en-US; rv:1.9.2.9) Gecko/20100824 Firefox/3.6.9",GET,200,590479,3,94
"---","Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/LMY48B ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36",GET,301,590479,3,143
"---","Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/LMY48B ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36",GET,200,590479,3,143
"---","Mozilla/4.0 (compatible; MSIE 5.0; Windows 2000) Opera 6.0 [en]",GET,200,590479,3,63
"zh-cn,zh,en","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)",GET,200,590479,11,178
"zh-CN,zh;q=0.8","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36",GET,200,590479,14,109
"ru-RU","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 YaBrowser/13.10.1500.9323 Safari/537.36",GET,200,590479,5,127
"ru,en-US;q=0.8,en;q=0.6,uk;q=0.4","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,32,109
"pt-PT,pt;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",GET,200,590479,35,115
"nl-NL,nl;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 OPR/42.0.2393.94",GET,200,590479,35,125
"ko-kr,ko;q=0.8,en-us;q=0.5,en;q=0.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",GET,200,590479,35,120
"ja-jp","Puffin/15867 CFNetwork/758.5.3 Darwin/15.6.0",GET,200,590479,5,44
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/18.1.132077863 Mobile/14C92 Safari/600.1.4",GET,200,590479,5,141
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/22.0.141836113 Mobile/14A456 Safari/600.1.4",GET,200,590479,5,144
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A403 Safari/602.1",GET,200,590479,5,137
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 6.0; SO-01H Build/32.1.F.1.38) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,35,138
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 6.0.1; SC-05G Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,35,135
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 5.1.1; 501SO Build/32.0.C.0.380) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,35,140
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 5.0; ASUS_Z00AD Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,35,137
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 6.0; SO-03G Build/32.1.E.1.71) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",GET,200,590479,17,150
"ja-JP, en-US;q=0.8","Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SonySO-03E Build/10.1.E.0.269) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",GET,200,590479,18,140
"it-IT,it;q=0.8,en-US;q=0.5,en;q=0.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0",GET,200,590479,35,82
"fr-CA,fr;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 4.4.2; fr-ca; SAMSUNG SM-T230NU Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Safari/537.36",GET,200,590479,35,158
"fr-CA,fr;q=0.8,en-US;q=0.6,en-CA;q=0.4,en;q=0.2","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko",GET,200,590479,47,69
"fr,fr-FR;q=0.8,en-US;q=0.5,en;q=0.3","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",GET,200,590479,35,72
"es-ES,es;q=0.8,en-US;q=0.5,en;q=0.3","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",GET,200,590479,35,73
"en-us,en;q=0.5","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.4) Gecko/2008102920 Firefox/3.0.4",GET,200,590479,14,90
"en-us,en-gb,en;q=0.7,*;q=0.3","SafeDNSBot (https://www.safedns.com/searchbot)",GET,500,590479,28,46
"en-us","Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",GET,301,590479,5,137
"en-us","Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.1.32 (KHTML, like Gecko) Mobile/14B100 Twitter for iPhone",GET,301,590479,5,130
"en-us","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/601.5.17 (KHTML, like Gecko) Version/9.1 Safari/601.5.17",GET,404,590479,5,116
"en-us","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.7",GET,200,590479,5,116
"en-gb","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4",GET,200,590479,5,136
"en-ca","Mozilla/5.0 (iPad; CPU OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1",GET,500,590479,5,125
"en-ca","Mozilla/5.0 (iPad; CPU OS 10_2 like Mac OS X) AppleWebKit/602.1.32 (KHTML, like Gecko) Mobile/14C92 Twitter for iPhone",GET,200,590479,5,118
"en-ca","Mozilla/5.0 (iPad; CPU OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A403 Safari/602.1",GET,200,590479,5,128
"en-ca","MobileSafari/601.1 CFNetwork/758.4.3 Darwin/15.5.0",GET,200,590479,5,50
"en-US,en;q=0.8,zh-TW;q=0.6,zh;q=0.4","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",GET,200,590479,35,120
"en-US,en;q=0.8,ms;q=0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,23,114
"en-US,en;q=0.8,ms;q=0.6","Mozilla/5.0 (Linux; Android 4.4.2; Lenovo TAB 2 A7-30HC Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.68 Safari/537.36",GET,200,590479,23,142
"en-US,en;q=0.8,hu;q=0.6,ru;q=0.4","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,32,101
"en-US,en;q=0.8,fil;q=0.6","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.5) Gecko/20041107 Firefox/1.0",HEAD,200,590479,24,84
"en-US,en;q=0.8,es;q=0.6,sr;q=0.4,bs;q=0.2","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,41,109
"en-US,en;q=0.8,es-419;q=0.6,es;q=0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,36,114
"en-US,en;q=0.8,en-GB;q=0.6,pa;q=0.4","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,35,108
"en-US,en;q=0.8,de;q=0.6,es;q=0.4","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,32,109
"en-US,en;q=0.8,ar;q=0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,23,114
